Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tracao,Portas,Rodas,Cor,Airbags,Preco,Numero_proprietarios
TOYOTA,Camry,2013,Sedan,Sim,Hibrido,2.5,100000,4,Tiptronic,Dianteira,45,23,Branco,12,28225,1
KIA,Optima,2012,Sedan,Sim,Gasoli,2.4,102000,4,Automatico,Dianteira,45,18,Cinza,10,15681,4
MERCEDESBENZ,C 230,2006,Sedan,Sim,Gasoli,2.5 Turbo,180833,6,Tiptronic,Traseira,45,22,Preto,8,14113,5
HYUNDAI,Sota,2016,Sedan,Sim,Gasoli,2.4,189104,4,Automatico,Dianteira,45,15,Prata,12,3293,5
OPEL,Combo 2001,2001,Vagao de carga,o,Diesel,1.7,236424,4,Manual,Dianteira,23,13,Branco,2,6500,5
MERCEDESBENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630,6,Automatico,Traseira,45,32,Prata,12,314,5
HYUNDAI,H1,2016,Minivan,Sim,DIESEL,2.5,104697,4,Automatico,Dianteira,45,28,Prata,4,41886,5
MERCEDESBENZ,S 500,2000,Sedan,Sim,Gasoli,5,276396,8,Tiptronic,Traseira,45,26,Cinza,4,7840,4
MERCEDESBENZ,E 350,2016,Sedan,Sim,diesel,3.5,77205,6,Automatico,Traseira,45,25,Cinza,12,1568,2
HYUNDAI,Elantra,2017,Sedan,Sim,Gasoli,2,137997,4,Automatico,Dianteira,45,11,Azul,12,3293,5
FORD,Taurus,2011,Sedan,Sim,Gasol.,3.5,75010,4,Automatico,Dianteira,45,31,Prata,4,23734,1
HYUNDAI,Santa FE,2010,SUV,Sim,Diesel,2,229757,4,Automatico,Dianteira,45,22,Branco,4,12676,2
FORD,Fusion,2014,Sedan,o,Gasoli,2.5,92525,4,Automatico,Dianteira,45,25,Prata,12,17249,2
TOYOTA,Tacoma,2013,SUV,Sim,gasoli,4,239342,6,Automatico,4x4,45,26,Prata,12,,1
FORD,Escape,2008,SUV,Sim,Hibrido,0.4,,4,Automatico,Dianteira,45,32,Azul,0,1333,4
BMW,540 I,1995,Sedan,Sim,gasoli,4,173000,8,Manual,Traseira,45,31,Preto,12,47042,2
CHEVROLET,Captiva,2015,SUV,Sim,DIESEL,2,72645,4,Automatico,Dianteira,45,24,Prata,4,23436,2
TOYOTA,Prius,2007,Hatchback,o,Hibrido,1.5,,4,Variator,Dianteira,45,11,Red,8,9095,5
TOYOTA,Camry,2012,Sedan,Sim,Gasol.,2.5,101000,4,Tiptronic,Dianteira,45,30,Preto,12,21012,5
FORD,Escape,2012,SUV,Sim,Gasol.,3,135000,4,Automatico,4x4,45,20,Branco,6,17876,1
TOYOTA,Camry,2014,Sedan,Sim,Gasol.,2.5,74000,4,Automatico,Dianteira,45,16,Red,8,,2
NISSAN,Note,2008,Sedan,o,GASOLI,1.5,,4,Variator,Dianteira,45,12,Dourado,0,7840,4
SUBARU,Legacy,2005,Sedan,Sim,Gasoli,3,147000,6,Tiptronic,4x4,45,1,Preto,6,10349,5
MERCEDESBENZ,E 350,2012,Sedan,Sim,Diesel,3.5,128202,6,Automatico,Traseira,45,10,Preto,12,4861,1
HYUNDAI,Santa FE,2013,SUV,Sim,GASOLI,2.4,88000,4,Tiptronic,4x4,45,6,Cinza,4,42651,1
SUBARU,Forester,2015,SUV,Sim,gasoli,2.5,93170,4,Automatico,4x4,45,14,Red,0,12858,5
BMW,X6,2011,SUV,Sim,GASOLI,4.4,135800,8,Automatico,4x4,45,11,Preto,12,470,3
TOYOTA,Highlander,2010,SUV,Sim,Hibrido,3.3,300366,6,Automatico,4x4,45,15,Azul,12,,2
TOYOTA,Camry,2013,Sedan,Sim,Hibrido,2.5,131400,4,Automatico,Dianteira,45,25,Azul,12,14426,1
FIAT,500 Abarth,2013,Cupê,o,Gasoli,1.4 Turbo,98000,4,Manual,Dianteira,23,27,Preto,6,19130,4
TOYOTA,Prius,2009,Hatchback,o,Hibrido,1.8,148000,4,Automatico,Dianteira,45,19,Cinza,12,16935,2
TOYOTA,Auris,2015,Hatchback,o,GASOLI,1.8,78000,4,Manual,Dianteira,45,5,Prata,10,20698,4
HYUNDAI,Santa FE,2010,SUV,Sim,DIESEL,2,142427,4,Automatico,Dianteira,45,10,Prata,4,18500,2
BMW,650,2015,Sedan,Sim,GASOLI,4.4,60709,8,Automatico,Traseira,45,13,Branco,12,3136,1
FORD,Fiesta,2011,Hatchback,Sim,Gasoli,1.6,175198,4,Automatico,Dianteira,45,2,Verde,12,862,5
OPEL,Astra,1998,Hatchback,o,GASOLI,1.6,20400,4,Manual,Dianteira,23,25,Preto,2,4000,3
VOLKSWAGEN,Jetta,2015,Sedan,Sim,GASOLI,1.8,117006,4,Automatico,Dianteira,45,29,Branco,12,470,4
HYUNDAI,Elantra,2012,Sedan,o,Gasol.,1.8,121918,4,Tiptronic,Dianteira,45,13,Cinza,2,18189,2
TOYOTA,Prius,2014,Hatchback,Sim,Hibrido,1.5,0,4,Automatico,Dianteira,45,14,Branco,12,784,1
TOYOTA,Camry,2016,Sedan,Sim,Gasoli,2.5,,4,Automatico,Dianteira,45,8,Prata,12,549,5
CHEVROLET,Malibu,2014,Sedan,Sim,Dies.,2,38714,4,Automatico,Dianteira,45,18,Marrom,4,15053,3
MERCEDESBENZ,CLA 250,2016,Sedan,Sim,Gasol.,2,50552,4,Automatico,Dianteira,45,3,Branco,12,549,4
BMW,320,2013,Sedan,Sim,Gasol.,2.0 Turbo,150000,4,Tiptronic,Traseira,45,9,Preto,12,28300,5
GAZ,24 10,1984,Sedan,o,Gasoli,2.4,86632,4,Manual,Traseira,45,6,Branco,0,750,4
MITSUBISHI,L 200,1998,Picape,o,diesel,2.5 Turbo,0,4,Manual,4x4,45,18,Azul,2,16935,2
FORD,Explorer,2017,SUV,Sim,Gasoli,2.3,111416,4,Automatico,Dianteira,45,24,Branco,4,78917,5
HYUNDAI,Elantra,2012,Sedan,Sim,Gasol.,1.6,79534,4,Automatico,Dianteira,45,10,Cinza,4,19416,4
HYUNDAI,Santa FE,2016,SUV,Sim,Dies.,2,126465,4,Automatico,Dianteira,45,11,Cinza,4,49858,4
HYUNDAI,Santa FE,2014,SUV,Sim,DIESEL,2,51106,4,Automatico,Dianteira,45,22,Branco,4,27284,4
HYUNDAI,Elantra,2016,Sedan,Sim,Gasoli,1.6,87973,4,Automatico,Dianteira,45,22,Cinza,4,23129,3
PEUGEOT,206,2009,Sedan,o,gasoli,1.4,130000,4,Manual,Dianteira,45,18,Prata,0,4704,3
TOYOTA,Prius,2014,SUV,Sim,Hibrido,1.8,187334,4,Automatico,Dianteira,45,21,Branco,12,188,4
AUDI,A4 premium plius,2011,Sedan,Sim,gasoli,2.0 Turbo,181155,4,Tiptronic,4x4,45,20,Preto,8,19130,5
MERCEDESBENZ,C 300,2012,Sedan,Sim,Gasoli,3,70000,6,Tiptronic,4x4,45,2,Red,12,,5
TOYOTA,Land Cruiser Prado,2014,SUV,o,diesel,3,120000,8,Automatico,4x4,45,5,Preto,12,83107,2
HYUNDAI,Santa FE,2015,SUV,Sim,diesel,2,148387,4,Automatico,Dianteira,45,10,Branco,4,37897,1
MINI,Cooper,2006,Cupê,Sim,GASOLI,1.6,1200,4,Tiptronic,Dianteira,23,27,Roxo,2,10036,4
CHEVROLET,Cruze,2014,Sedan,Sim,DIESEL,2,135804,4,Automatico,Dianteira,45,11,Cinza,4,17939,3
BMW,X5,2012,SUV,Sim,diesel,3,296395,6,Automatico,4x4,45,10,Cinza,0,157,1
HYUNDAI,Santa FE,2010,SUV,Sim,Dies.,2.2,112483,4,Automatico,Dianteira,45,3,Prata,4,13736,2
MAZDA,Mazda 6,2015,Sedan,Sim,gasoli,2.5,120342,4,Automatico,Dianteira,45,21,Branco,12,4704,5
SUZUKI,Swift,2005,Sedan,o,Gasoli,1.3,200000,4,Manual,Dianteira,45,10,Cinza,2,800,5
HONDA,FIT,2016,Hatchback,Sim,Gasoli,1.3,70000,4,Automatico,Dianteira,45,26,Prata,4,,4
TOYOTA,Prius,2008,Hatchback,o,Hibrido,1.5,217600,4,Automatico,Dianteira,45,23,Azul,8,12858,5
LEXUS,HS 250h,2010,Sedan,Sim,Hibrido,2.4,224062,4,Automatico,Dianteira,45,18,Preto,12,94,5
HONDA,Fred,2012,Minivan,o,Gasoli,1.5,100000,4,Automatico,Dianteira,45,9,Preto,2,8500,1
HYUNDAI,Sota,2012,Sedan,Sim,Hibrido,2.4,226814,4,Automatico,Dianteira,45,21,Preto,0,282,5
OPEL,Vectra,1996,Sedan,o,Gasol.,1.6,157000,4,Manual,Dianteira,45,30,Azul,0,4547,1
TOYOTA,Altezza,2003,Sedan,o,Gasoli,2,,6,Automatico,Traseira,45,16,Azul,4,8781,4
HYUNDAI,Sota,2016,Sedan,o,Gasol.,2.4,,4,Tiptronic,Dianteira,45,24,Azul,0,19444,1
HONDA,FIT,2019,Hatchback,o,Gasol.,1.5,1500,4,Automatico,Dianteira,45,30,Amarelo,6,27284,4
NISSAN,Tiida,2007,Sedan,o,GASOLI,1.6,,4,Manual,Dianteira,45,11,Bege,6,10349,2
KIA,Sportage,2011,SUV,Sim,Diesel,2,58499,4,Automatico,Dianteira,45,30,Preto,4,17249,5
FORD,Fusion,2017,Sedan,Sim,Hibrido,2,89758,4,Automatico,Dianteira,45,7,Branco,0,392,5
MITSUBISHI,Mirage,2013,Hatchback,o,GASOLI,1,40000,3,Automatico,Dianteira,45,24,Azul,6,5802,1
MERCEDESBENZ,Vito,1999,Minivan,Sim,Gás tural,2.8,280000,6,Automatico,Traseira,45,29,Cinza,4,7840,4
BMW,X5,2004,SUV,Sim,Gás tural,3,250000,6,Tiptronic,4x4,45,32,Preto,6,10349,3
MERCEDESBENZ,C 320 CDI,2007,Sedan,Sim,DIESEL,3,215000,6,Tiptronic,4x4,45,10,Marrom,8,23521,3
BMW,535,2011,Sedan,Sim,GASOLI,3,0,6,Automatico,Traseira,45,24,Preto,12,1019,1
HYUNDAI,H1,2014,Minivan,Sim,Dies.,2.5,120804,4,Automatico,Dianteira,45,16,Prata,4,37000,3
VAZ,2106,1986,Sedan,o,Gás tural,1.3,1000,2,Manual,Dianteira,45,31,Azul,0,4704,5
HYUNDAI,Sota,2015,Sedan,Sim,Gasoli,2.0 Turbo,,4,Automatico,Dianteira,45,17,Preto,12,29166,4
MERCEDESBENZ,GLE 350,2016,SUV,Sim,GASOLI,3,70450,6,Automatico,4x4,45,7,Cinza,10,,1
DAEWOO,Lacetti,2010,Sedan,Sim,Gasol.,1.8,52584,4,Automatico,Dianteira,45,24,Branco,4,7260,2
TOYOTA,Prius C,2012,Hatchback,o,Hibrido,1.5,174400,4,Automatico,Dianteira,45,6,Cinza,8,18189,1
LEXUS,RX 350,2010,SUV,Sim,Gasoli,3.5,172659,6,Automatico,4x4,45,12,Branco,12,706,4
HONDA,Crv,2002,SUV,Sim,Gasoli,2.4,278728,4,Automatico,4x4,45,16,Branco,12,862,5
TOYOTA,Prius,2012,Hatchback,Sim,Hibrido,1.8,101000,4,Automatico,Dianteira,45,27,Cinza,12,19757,4
LEXUS,LS 460,2009,Sedan,Sim,GASOLI,4.6,217614,4,Automatico,Dianteira,45,16,Prata,4,21608,2
BMW,550,2010,Sedan,Sim,Gasoli,4.4 Turbo,119000,8,Tiptronic,Traseira,45,6,Preto,12,47042,2
MERCEDESBENZ,ML 350,2004,SUV,Sim,Gás tural,3.7,195000,6,Tiptronic,4x4,45,31,Prata,12,12544,1
TOYOTA,Camry,2014,Sedan,Sim,Gasoli,2.5,214184,4,Automatico,Dianteira,45,1,Preto,12,220,1
BMW,328,2013,Sedan,Sim,Gasoli,2,111000,4,Tiptronic,Traseira,45,20,Preto,12,33870,5
SUBARU,Forester,2015,SUV,Sim,GASOLI,2.5,,4,Variator,4x4,45,2,Prata,12,25500,1
BMW,X5,2012,SUV,Sim,Gasoli,5,91000,8,Automatico,4x4,45,26,Azul,12,43278,1
TOYOTA,Prius,2013,Hatchback,o,Hibrido,1.8,317000,4,Variator,Dianteira,45,28,Branco,8,10349,3
BMW,750,2010,Sedan,Sim,Gasoli,4.4 Turbo,111000,8,Automatico,4x4,45,10,Preto,12,37633,2
NISSAN,Juke,2011,SUV,Sim,Gasoli,1.6,,4,Automatico,Dianteira,45,4,Azul,0,314,1
FORD,Focus,2013,Sedan,Sim,Gasol.,2,,4,Automatico,Dianteira,45,32,Preto,6,14113,2
HYUNDAI,Elantra,2013,Sedan,Sim,Gasol.,1.8,17000,4,Automatico,Dianteira,45,17,Preto,4,13485,4
MERCEDESBENZ,C 230,2002,Cupê,Sim,GASOLI,1.8,334000,4,Manual,Traseira,23,4,Prata,6,,3
HYUNDAI,H1,2014,Minivan,Sim,Diesel,2.5,131957,4,Automatico,Dianteira,45,7,Branco,4,32412,1
HYUNDAI,Accent,2012,Sedan,Sim,Gasoli,1.4,141000,4,Automatico,Dianteira,45,29,Branco,4,12720,4
KIA,Optima,2012,Sedan,Sim,GASOLI,2,,4,Automatico,Dianteira,45,3,Branco,4,7997,4
CHEVROLET,Captiva,2015,SUV,Sim,Dies.,2,76550,4,Automatico,Dianteira,45,14,Preto,4,39085,4
LEXUS,CT 200h,2011,Hatchback,Sim,Hibrido,1.8,224267,4,Automatico,Dianteira,45,14,Prata,0,3293,3
TOYOTA,Prius,2010,Sedan,Sim,Hibrido,1.8,217600,4,Automatico,Dianteira,45,21,Cinza,6,17405,1
MERCEDESBENZ,E 350,2009,Sedan,Sim,DIESEL,3.5,109139,6,Automatico,Traseira,45,9,Preto,12,5018,2
MERCEDESBENZ,C 250,2011,Sedan,Sim,Gasoli,1.8,24000,4,Tiptronic,Traseira,45,17,Red,10,28225,2
MERCEDESBENZ,C 250,2014,Cupê,Sim,GASOLI,1.8 Turbo,67680,6,Tiptronic,Traseira,23,18,Preto,8,32929,4
CHEVROLET,Malibu,2012,Sedan,Sim,GASOLI,2,,4,Automatico,Dianteira,45,19,Branco,4,19676,5
FORD,Fusion,2015,Sedan,Sim,Hibrido,2,100747,4,Automatico,Dianteira,45,31,Verde,0,2666,3
TOYOTA,Prius,2012,Hatchback,Sim,Hibrido,1.5,,4,Automatico,Dianteira,45,19,Red,12,706,3
BMW,X5,2013,SUV,Sim,gasoli,3.0 Turbo,119000,6,Tiptronic,4x4,45,20,Prata,12,33556,4
TOYOTA,Prius,2010,Sedan,Sim,Hibrido,1.8,116000,4,Variator,Dianteira,>5,3,Prata,7,18503,3
FORD,Fusion,2014,Sedan,Sim,Hibrido,2,186048,4,Automatico,Dianteira,45,4,Preto,0,862,3
HYUNDAI,Sota,2011,Sedan,Sim,GASOLI,2,190000,4,Automatico,Dianteira,45,14,Cinza,4,14834,4
OPEL,Astra,1998,Hatchback,o,Gasol.,1.6,0,4,Manual,Dianteira,45,27,Verde,4,6429,3
AUDI,A4,2014,Sedan,Sim,GASOLI,2,42395,4,Automatico,4x4,45,27,Cinza,0,1254,5
LEXUS,LS 460,2010,Sedan,Sim,Gasol.,4.6,224500,4,Automatico,Dianteira,45,11,Prata,4,26425,2
TOYOTA,Prius,2010,Hatchback,o,Gasoli,1.8,19500,4,Variator,Dianteira,45,10,Azul,6,12858,5
TOYOTA,Highlander,2012,SUV,Sim,Hibrido,3.5,157211,6,Automatico,4x4,45,9,Branco,12,9879,2
HYUNDAI,Elantra SE,2017,Sedan,o,gasoli,2,33097,4,Automatico,Dianteira,45,5,Red,8,17092,4
CHEVROLET,Spark,2014,Hatchback,Sim,Gasol.,1,73936,4,Automatico,Dianteira,45,32,Branco,4,9346,3
TOYOTA,CHR,2018,SUV,Sim,gasoli,2,22816,4,Automatico,Dianteira,45,10,Cinza,12,2195,4
HYUNDAI,H1,2016,Minivan,Sim,Diesel,2.5,104697,4,Automatico,Dianteira,45,23,Prata,4,41886,5
LEXUS,IS 350,2011,Sedan,Sim,gasoli,3.5,,6,Automatico,4x4,45,15,Prata,12,8154,2
NISSAN,Note,2016,Hatchback,o,Gasoli,1.2,58000,3,Variator,Dianteira,45,13,Azul,2,13000,4
MERCEDESBENZ,E 270,2003,Sedan,o,Diesel,2.7 Turbo,215000,6,Tiptronic,Traseira,45,31,Preto,8,14426,5
DAEWOO,Lacetti,2010,Sedan,Sim,gasoli,1.6,36125,4,Automatico,Dianteira,45,19,Azul,4,6523,2
TOYOTA,Camry,2012,Sedan,Sim,Gasoli,2.5,147745,4,Tiptronic,Dianteira,45,20,Cinza,12,25716,3
FORD,Escape Titanium,2014,SUV,Sim,gasoli,1.6 Turbo,,4,Tiptronic,Dianteira,>5,19,Branco,12,24775,5
MERCEDESBENZ,E 350,2013,Sedan,Sim,Gasoli,3.5 Turbo,140800,6,Automatico,4x4,45,25,Preto,0,15681,5
TOYOTA,Highlander,2010,Sedan,Sim,Hibrido,3.3,,6,Automatico,4x4,45,4,Verde,12,1725,5
LEXUS,RX 450,2010,SUV,Sim,Hibrido,3.5,167222,6,Automatico,4x4,45,18,Preto,12,5018,1
VOLKSWAGEN,Golf,1999,Sedan,o,GASOLI,1.6,2147483647,4,Manual,Dianteira,45,29,Preto,4,6899,2
TOYOTA,Camry,2015,Sedan,Sim,Gasoli,2.5,0,4,Automatico,Dianteira,45,4,Preto,12,2038,1
HYUNDAI,Santa FE,2013,SUV,Sim,DIESEL,2,52351,4,Automatico,Dianteira,45,6,Branco,4,28059,2
TOYOTA,Prius,2012,Sedan,Sim,Hibrido,1.8,150000,4,Automatico,Dianteira,45,8,Branco,6,50,4
HYUNDAI,Elantra,2014,Sedan,Sim,Gasoli,1.6,164649,4,Automatico,Dianteira,45,32,Cinza,4,15624,5
BENTLEY,Continental GT,2012,Cupê,Sim,GASOLI,4.0 Turbo,55500,8,Tiptronic,4x4,23,28,Preto,0,219527,3
AUDI,A4,2013,Sedan,Sim,gasoli,2,157584,4,Automatico,4x4,45,2,Preto,0,282,4
HONDA,FIT,2003,Hatchback,o,GASOLI,1.3,0,4,Automatico,Dianteira,45,28,Red,4,30,3
MERCEDESBENZ,E 350,2008,Sedan,Sim,Dies.,3.5,494317,6,Automatico,4x4,45,30,Preto,12,3763,3
HYUNDAI,Elantra,2017,Sedan,Sim,Gasoli,2,83200,4,Tiptronic,Dianteira,45,12,Prata,6,27598,4
LEXUS,GX 460,2017,SUV,Sim,Gasoli,4.6,69918,8,Automatico,4x4,45,5,Branco,0,470,5
BMW,535,2012,Sedan,Sim,Gasol.,3.0 Turbo,,6,Tiptronic,4x4,45,11,Preto,12,42024,5
BMW,428,2016,Conversivel,Sim,Gasoli,2,52131,4,Automatico,Traseira,23,17,Preto,12,20071,4
HYUNDAI,Tucson,2014,SUV,Sim,Dies.,2,85254,4,Automatico,Dianteira,45,16,Preto,4,33908,4
HYUNDAI,Sota,2010,Sedan,Sim,Gasoli,2,144500,4,Automatico,Dianteira,45,28,Branco,4,17035,2
HYUNDAI,Elantra,2010,Sedan,Sim,gasoli,1.6,118698,4,Automatico,Dianteira,45,7,Prata,4,11864,1
TOYOTA,RAV 4,2015,SUV,o,gasoli,2.5,7520,8,Automatico,Dianteira,45,6,Branco,8,42337,2
MERCEDESBENZ,Sprinter,2008,Microonibus,o,Diesel,2.2 Turbo,190000,4,Tiptronic,Traseira,45,11,Prata,2,45473,2
HONDA,FIT,2007,Hatchback,o,GASOLI,1.3,0,4,Automatico,Dianteira,45,20,Prata,4,,3
FIAT,500,2012,Hatchback,Sim,GASOLI,1.4,157317,4,Automatico,Dianteira,45,10,Red,12,3293,4
VOLVO,C30 2010,2010,Cupê,Sim,GASOLI,2.5 Turbo,160000,5,Manual,Dianteira,23,7,Preto,6,15367,3
TOYOTA,Highlander,2008,Cupê,Sim,Hibrido,3.3,182024,6,Automatico,4x4,45,26,Preto,12,470,2
LEXUS,RX 400,2008,SUV,Sim,Hibrido,3.5,364523,6,Automatico,4x4,45,28,Preto,12,941,4
TOYOTA,Camry,2012,Sedan,Sim,GASOLI,2.5,162000,4,Tiptronic,Dianteira,45,4,Preto,10,20385,4
TOYOTA,Camry,2012,Sedan,Sim,gasoli,2.5,304000,4,Tiptronic,Dianteira,45,10,Vermelho,12,22580,5
NISSAN,Micra,1998,Cupê,o,gasoli,1,130000,4,Manual,Dianteira,23,12,Prata,2,4077,5
CHEVROLET,Volt,2014,Hatchback,Sim,Hibrido,1.4,110958,4,Automatico,Dianteira,45,18,Preto,0,220,5
HONDA,FIT,2002,Hatchback,o,gasoli,1.3,178000,4,Variator,Dianteira,45,19,Branco,2,7840,5
LEXUS,GX 470,2011,Sedan,Sim,Gasoli,4.6,202048,8,Automatico,4x4,45,7,Branco,0,392,4
HYUNDAI,Sota,2010,Sedan,o,Gasoli,2.4,90000,4,Automatico,Dianteira,45,28,Red,16,13799,1
MERCEDESBENZ,C 180,1998,Universal,o,Gás tural,1.8,333000,4,Manual,Traseira,45,17,Preto,6,7524,4
HYUNDAI,Elantra,2011,Sedan,Sim,Gasoli,1.6,104090,4,Automatico,Dianteira,45,24,Branco,4,16894,1
HYUNDAI,Santa FE,2015,SUV,Sim,Diesel,2,146844,4,Automatico,Dianteira,45,14,Azul,4,36567,2
NISSAN,Juke,2015,SUV,Sim,Gasol.,1.6 Turbo,113000,4,Tiptronic,4x4,45,20,Red,8,25089,5
HYUNDAI,Elantra,2013,Sedan,o,Gasoli,1.8,120000,4,Automatico,Dianteira,45,19,Azul,14,15681,3
HYUNDAI,Accent,2011,Hatchback,Sim,Diesel,1.6,,4,Automatico,Dianteira,45,8,Prata,4,8154,3
BMW,X5 XDRIVE,2010,SUV,Sim,Diesel,3.0 Turbo,162000,6,Automatico,4x4,45,27,Branco,12,36065,2
LEXUS,CT 200h,2012,Hatchback,Sim,Hibrido,1.8,174106,4,Automatico,Dianteira,45,15,Branco,0,1490,5
HYUNDAI,Veloster,2011,Hatchback,Sim,Gasoli,1.6,65600,4,Tiptronic,Dianteira,23,20,Prata,4,18503,1
AUDI,Q5,2016,SUV,Sim,Gasoli,3,448982,6,Automatico,4x4,45,32,Preto,0,941,2
TOYOTA,Prius,2013,Hatchback,Sim,Gasoli,1.8,,4,Automatico,Dianteira,45,19,Prata,12,,3
BMW,535 i,2007,Sedan,Sim,Gasol.,3,247000,6,Tiptronic,Traseira,45,13,Cinza,8,17876,5
MINI,Cooper,2017,Cupê,Sim,gasoli,1.5,26751,3,Automatico,Dianteira,23,23,Verde,8,21482,4
TOYOTA,Estima,1997,Minivan,o,Gasoli,2.4,230000,4,Automatico,4x4,45,1,Prata,2,3150,1
TOYOTA,Tacoma,2013,SUV,Sim,Gasoli,2.7,397915,4,Automatico,Traseira,45,24,Branco,12,27284,4
HYUNDAI,Genesis,2013,Cupê,Sim,gasoli,3.8,116482,4,Automatico,Dianteira,45,4,Preto,4,47408,3
MERCEDESBENZ,E 350,2010,Sedan,Sim,GASOLI,3.5,229904,6,Automatico,4x4,45,24,Preto,12,470,1
TOYOTA,Prius,2013,Hatchback,o,Hibrido,1.8,77000,4,Automatico,Dianteira,45,6,Azul,10,21012,1
CHEVROLET,Volt,2014,Hatchback,Sim,Hibrido,1.4,112123,4,Automatico,Dianteira,45,3,Prata,0,6586,4
MERCEDESBENZ,C 200 7GTRONIC,2014,Sedan,Sim,Gasoli,2.0 Turbo,,4,Tiptronic,Traseira,45,27,Branco,12,84675,5
TOYOTA,Prius,2010,Sedan,o,Hibrido,1.8,180000,4,Variator,Dianteira,45,2,Preto,8,15994,3
TOYOTA,Aqua,2013,Hatchback,o,Hibrido,1.5,,4,Automatico,Dianteira,45,15,Prata,4,14113,3
MITSUBISHI,Pajero,1997,SUV,o,DIESEL,2.8 Turbo,155000,4,Tiptronic,4x4,23,18,Prata,2,18503,4
CHEVROLET,Cruze,2011,Sedan,Sim,gasoli,1.6,154148,4,Automatico,Dianteira,45,25,Preto,4,13626,3
TOYOTA,Highlander,2012,SUV,Sim,Gasoli,3.5,285186,6,Automatico,Dianteira,45,23,Cinza,12,9565,2
SUBARU,XV,2013,Sedan,Sim,GASOLI,2,105523,4,Automatico,4x4,45,2,Azul,0,5645,3
MAZDA,CX9,2011,Sedan,Sim,Gasol.,3.7,134157,6,Automatico,4x4,45,8,Preto,12,549,1
CHEVROLET,Volt,2013,Hatchback,Sim,Hibrido,1.4,150517,4,Automatico,Dianteira,45,30,Preto,0,4547,5
FORD,Fusion,2012,Sedan,Sim,GASOLI,2.5,216035,4,Automatico,Dianteira,45,27,Cinza,12,188,4
HYUNDAI,H1,2016,Minivan,Sim,diesel,2.5,119098,4,Automatico,Dianteira,45,17,Prata,4,36899,2
BMW,X5,2013,SUV,Sim,Dies.,3,,6,Automatico,4x4,45,13,Preto,0,1019,1
AUDI,A4,2011,Sedan,Sim,Gasol.,2.0 Turbo,190000,4,Tiptronic,4x4,45,9,Cinza,12,15681,5
TOYOTA,Vitz,2012,Sedan,o,Gasoli,1,106000,3,Automatico,Dianteira,45,21,Branco,10,12544,4
TOYOTA,RAV 4,2013,SUV,o,GASOLI,2.5,,4,Automatico,4x4,45,26,Prata,0,27911,4
VOLKSWAGEN,Jetta,2013,Sedan,o,Gasol.,2.5,154000,6,Tiptronic,Dianteira,45,31,Preto,6,14113,3
OPEL,Astra g,2000,Hatchback,o,Gasoli,1.6,258000,4,Manual,Dianteira,45,3,Preto,4,8000,2
MERCEDESBENZ,C 220,1999,Sedan,o,DIESEL,2.2 Turbo,319990,4,Manual,Traseira,45,20,Prata,2,,3
BMW,X5,2017,SUV,Sim,Diesel,3,98726,6,Automatico,4x4,45,16,Branco,12,14269,1
TOYOTA,Camry,2018,Sedan,Sim,Gasol.,2.5,60915,4,Automatico,Dianteira,45,1,Branco,12,220,4
VOLKSWAGEN,Passat,1999,Sedan,Sim,Gás tural,1.8 Turbo,0,4,Manual,Dianteira,45,8,Preto,2,5200,3
MERCEDESBENZ,X 250,2019,Picape,Sim,Diesel,2.5,102,4,Automatico,4x4,45,3,Prata,12,116036,4
TOYOTA,Corolla,2001,Sedan,o,Gasoli,1.5,138000,4,Automatico,Dianteira,45,20,Prata,2,6586,2
HONDA,FIT,2005,Hatchback,o,Gasoli,1.3,156000,4,Automatico,Dianteira,45,10,Prata,4,10349,5
BMW,528,2011,Sedan,Sim,GASOLI,3,125000,6,Tiptronic,Traseira,45,32,Prata,16,26657,1
????,IVECO DAYLY,2007,Microonibus,o,DIESEL,2.3 Turbo,328000,4,Manual,Traseira,45,6,Branco,1,25089,1
TOYOTA,Tacoma,2013,Sedan,Sim,Gasoli,4,57554,6,Automatico,4x4,45,1,Prata,12,19130,2
MERCEDESBENZ,ML 280 ?????????,2007,SUV,Sim,Diesel,3,215000,6,Automatico,4x4,45,28,Prata,8,21500,4
TOYOTA,Camry,2019,Sedan,Sim,Hibrido,2.5,9626,4,Automatico,Dianteira,45,8,Preto,12,3450,4
MERCEDESBENZ,ML 350,2012,SUV,Sim,Diesel,3,271701,6,Automatico,4x4,45,23,Branco,12,26657,3
LEXUS,RX 450,2010,SUV,Sim,Hibrido,3.5,249112,6,Automatico,4x4,45,18,Cinza,0,14426,2
BMW,X6,2016,SUV,Sim,Gasoli,3,74674,6,Automatico,4x4,45,11,Branco,12,1254,3
BMW,640 GRANCOUPE,2013,Sedan,Sim,gasoli,3.0 Turbo,71000,6,Tiptronic,Traseira,45,28,Branco,12,97219,1
LAND ROVER,Range Rover,2011,SUV,Sim,Diesel,3.6 Turbo,175000,8,Tiptronic,4x4,45,4,Preto,12,61154,4
CHEVROLET,Volt,2018,Sedan,Sim,Hibrido,1.5,70720,4,Automatico,Dianteira,45,21,Preto,12,18817,4
TOYOTA,CHR,2019,SUV,Sim,GASOLI,2,19834,4,Automatico,Dianteira,45,24,Prata,12,21012,4
